PersonalID,Title,FullName,Gender,DateOfBirth,District,DSDivision,Address,MobileNumber,CivilStatus,NICNumber,PassportNumber,Email
9001,Miss,Eshika Jayaweera,Female,1986-06-04,Nuwara Eliya,Kothmale,"126 Galle Road, Kothmale, Nuwara Eliya",0723586248,Married,845984993V,N3581516,eshika.jayaweera@slnet.lk
9002,Mr.,Eranga Kumara,Male,1998-10-28,Polonnaruwa,Welikanda,"502 Park Lane, Welikanda, Polonnaruwa",0785719531,Married,663299754V,N7297645,eranga.kumara@yahoo.com
9003,Mr.,Tharaka Samarasinghe,Male,1978-05-06,Mullaitivu,Puthukudiyiruppu,"530 Colombo Street, Puthukudiyiruppu, Mullaitivu",0773501072,Single,530947341V,N9351306,
9004,Mrs.,Zara Ekanayake,Female,2002-10-07,Matale,Laggala-Pallegama,"904 Temple Road, Laggala-Pallegama, Matale",0776934980,Married,610098750V,N9563353,zara.ekanayake@slnet.lk
9005,Mrs.,Kanchana Dharmasena,Female,2001-04-03,Nuwara Eliya,Nuwara Eliya,"999 Galle Road, Nuwara Eliya, Nuwara Eliya",0786707839,Single,861661818V,N2126335,kanchana.dharmasena@hotmail.com
9006,Ms.,Yashodha Zoysa,Female,1980-05-01,Hambantota,Tangalle,"353 Colombo Street, Tangalle, Hambantota",0723587333,Married,802064428V,N9667179,yashodha.zoysa@gmail.com
9007,Miss,Nethmi Lokuhetti,Female,2004-12-26,Batticaloa,Koralai Pattu West,"374 Main Road, Koralai Pattu West, Batticaloa",0752121202,Divorced,745790458V,N9662802,
9008,Mr.,Udaya Karunaratne,Male,1996-02-09,Ampara,Sammanthurai,"48 Colombo Street, Sammanthurai, Ampara",0750307135,Single,837226746V,N5349006,udaya.karunaratne@gmail.com
9009,Mr.,Duminda Alwis,Male,1984-01-01,Kandy,Ganga Ihala Korale,"625 High Street, Ganga Ihala Korale, Kandy",0749043625,Married,964189975V,N5867800,
9010,Ms.,Gayani Rizvi,Female,1979-04-13,Nuwara Eliya,Walapane,"273 Galle Road, Walapane, Nuwara Eliya",0770835460,Single,671647028V,N5370365,gayani.rizvi@slnet.lk
9011,Mr.,Buddhika Jayaweera,Male,1992-09-15,Puttalam,Chilaw,"797 Kandy Road, Chilaw, Puttalam",0750597108,Married,904026524V,N7401503,buddhika.jayaweera@slnet.lk
9012,Mr.,Duminda Amarasinghe,Male,1981-12-31,Kalutara,Bandaragama,"172 Galle Road, Bandaragama, Kalutara",0796587721,Divorced,677582239V,N7389498,duminda.amarasinghe@gmail.com
9013,Miss,Jayani Yapa,Female,1983-02-07,Ratnapura,Kuruvita,"597 Galle Road, Kuruvita, Ratnapura",0743254414,Single,873505474V,N8559572,jayani.yapa@slnet.lk
